property_title,location,number_of_rooms,price,size,property_type,property_type_encoded,location_clean,location_encoded,number_of_rooms_clean,price_clean
azaiba | furnished room with attached bathroom,"Azaiba, Muscat•",1,OMR 150,25.0,room,9,azaiba,26,1.0,150.0
for rent: a high-end apartment in al azaiba,"Azaiba, Muscat•",3,OMR 450,130.0,apartment,0,azaiba,26,3.0,450.0
للايجار شقه ف المعبيله الثامنه,"Al Maabilah, Muscat•",3,OMR 250,120.0,room,9,al maabilah,14,3.0,250.0
for rent: modern 2-bedroom apartment,"The Wave (Almouj), Muscat•",2,OMR 700,128.0,apartment,0,the wave,76,2.0,700.0
furnished room with attached bathroom,"Al Khuwair, Muscat•",1,OMR 170,40.0,room,9,al khuwair,13,1.0,170.0
for rent: shop in al azaiba – prime location!,"Azaiba, Muscat•",,OMR 550,58.0,shop,11,azaiba,26,3.142857142857143,550.0
offices and warehouses for rent in ghala,"Ghala, Muscat•",,"OMR 1,000",200.0,commercial,2,ghala,34,1.7682119205298013,1000.0
for rent: stunning 1-bedroom apartment,"The Wave (Almouj), Muscat•",1,OMR 600,82.0,apartment,0,the wave,76,1.0,600.0
specious apartment for rent in al khuwair| ref 100ko,"Al Khuwair, Muscat•",2,OMR 325,100.0,apartment,0,al khuwair,13,2.0,325.0
5 br + maid’s room standalone villa in azaiba | nearby amenities,"Azaiba, Muscat•",5,OMR 750,469.0,room,9,azaiba,26,5.0,750.0
fully furnished apartment ( 2bhk ) in atheba inside a building,"Azaiba, Muscat•",2,OMR 320,537.5,apartment,0,azaiba,26,2.0,320.0
"""sr-os-814  stand-alone villa for rent in alkhod – hay al kawthar","Al Khoud, Muscat•",4,OMR 500,300.0,villa,13,al khoud,12,4.0,500.0
"furnished 1bhk apartment for rent in rimal 1 building, bousher ppa333","Bosher, Muscat•",1,OMR 375,95.0,apartment,0,bosher,32,1.0,375.0
brand new furnished office spaces for rent- al khuwair !,"Al Khuwair, Muscat•",,OMR 180,12.0,commercial,2,al khuwair,13,1.7682119205298013,180.0
newly furnished 2 bhk for rent - ghala!,"Ghala, Muscat•",2,OMR 375,112.0,room,9,ghala,34,2.0,375.0
luxurious 4 bhk villa for rent - madinat illam !,"Qurum, Muscat•",4,OMR 950,235.0,villa,13,qurum,58,4.0,950.0
2 bhk for rent - ghubrah!,"Al Ghubrah, Muscat•",2,OMR 225,100.0,room,9,al ghubrah,7,2.0,225.0
brand new show room space for rent - wuttyah !,"Qurum, Muscat•",,OMR 375,58.0,room,9,qurum,58,2.0309110629067244,375.0
brand new show room space for rent - wuttayah!,"Qurum, Muscat•",,OMR 450,86.0,room,9,qurum,58,2.0309110629067244,450.0
brand new retail spaces for rent - bousher !,"Bosher, Muscat•",,OMR 450,50.0,commercial,2,bosher,32,1.7682119205298013,450.0
private office spaces for rent - al khuwair !!,"Al Khuwair, Muscat•",,OMR 225,10.0,commercial,2,al khuwair,13,1.7682119205298013,225.0
"unlimited office access in bait eteen, al khuwair","Al Khuwair, Muscat•",,OMR 250,10.0,commercial,2,al khuwair,13,1.7682119205298013,250.0
"open plan office space for 15 persons in muscat, pearl square","Muscat Hills, Muscat•",,"OMR 1,297",100.0,commercial,2,muscat hills,52,1.7682119205298013,1297.0
"private office space for 1 person in muscat, pearl square","Muscat Hills, Muscat•",,OMR 215,10.0,commercial,2,muscat hills,52,1.7682119205298013,215.0
premium flexible workspace for 3 at prestigious location of al mawaleh,"Al Mawaleh, Muscat•",,OMR 339,11.0,commercial,2,al mawaleh,15,1.7682119205298013,339.0
brilliant townhouse available for rent in al qurum,"Qurum, Muscat•",3,OMR 770,250.0,villa,13,qurum,58,3.0,770.0
sea side villa is located in a compound in al hail north golden squar,"Al Hail, Muscat•",5,OMR 755,400.0,villa,13,al hail,8,5.0,755.0
rv67 - lux brand new 5bhk villa in azaibah for rent near the beach,"Azaiba, Muscat•",5,"OMR 1,000",450.0,villa,13,azaiba,26,5.0,1000.0
2 bedrooms apartment with beautiful ocean view,"The Wave (Almouj), Muscat•",2,OMR 800,125.0,apartment,0,the wave,76,2.0,800.0
luxury villa for rent - madinat illam !!,"Madinat As Sultan Qaboos, Muscat•",4,OMR 950,295.0,villa,13,madinat sultan qaboos,44,4.0,950.0
brand new shops for rent - mawaleh !!,"Al Mawaleh, Muscat•",,OMR 400,40.0,shop,11,al mawaleh,15,3.142857142857143,400.0
1 bhk for rent - wadi kabir !,"Al Wadi Al Kabir, Muscat•",1,OMR 215,90.0,room,9,al wadi al kabir,24,1.0,215.0
2 bhk apartments for rent - wadi kabir!,"Al Wadi Al Kabir, Muscat•",2,OMR 325,110.0,apartment,0,al wadi al kabir,24,2.0,325.0
4 bhk villa for rent - madinat sultan qaboos !!,"Madinat As Sultan Qaboos, Muscat•",4,OMR 725,250.0,villa,13,madinat sultan qaboos,44,4.0,725.0
new office space for rent - bousher !,"Bosher, Muscat•",,OMR 600,125.0,commercial,2,bosher,32,1.7682119205298013,600.0
luxury villa for rent - madinat iilam !,"Qurum, Muscat•",4,"OMR 1,000",250.0,villa,13,qurum,58,4.0,1000.0
brand new shop space for rent - mawaleh,"Al Mawaleh, Muscat•",,OMR 300,60.0,shop,11,al mawaleh,15,3.142857142857143,300.0
beautiful 5 br compound townhouse,"Madinat As Sultan Qaboos, Muscat•",5,"OMR 1,450",300.0,villa,13,madinat sultan qaboos,44,5.0,1450.0
qurum | beautiful 6 br compound townhouse,"Qurum, Muscat•",6,OMR 650,300.0,villa,13,qurum,58,6.0,650.0
madinat al ilam | excellent 4+1 br townhouse,"Madinat As Sultan Qaboos, Muscat•",4,OMR 650,300.0,villa,13,madinat sultan qaboos,44,4.0,650.0
madinat qaboos | spacious 4 br villa,"Madinat As Sultan Qaboos, Muscat•",4,OMR 800,500.0,villa,13,madinat sultan qaboos,44,4.0,800.0
family flat in alhamriyah شقق الحمرية,"Ruwi, Muscat•",1,OMR 90,90.0,flat,4,ruwi,61,1.0,90.0
spacious 4bhk luxury villa for rent in al bustan near beach ppv266,"Al Bustan, Muscat•",4,OMR 550,350.0,villa,13,al bustan,5,4.0,550.0
excellent 6 br compound villa available for rent in al qurum,"Qurum, Muscat•",6,OMR 650,300.0,villa,13,qurum,58,6.0,650.0
1bhk apartment for rent in the links building muscat hills ppa02,"Muscat Hills, Muscat•",1,OMR 280,88.0,apartment,0,muscat hills,52,1.0,280.0
2bhk in alkuwair free wifi (b3420),"Al Khuwair, Muscat•",2,OMR 190,100.0,room,9,al khuwair,13,2.0,190.0
2 bedroom apartment for rent in almouj muscat,"The Wave (Almouj), Muscat•",2,OMR 800,134.84,apartment,0,the wave,76,2.0,800.0
prime office space for rent in al khuwair – 113 sqm,"Al Khuwair, Muscat•",,OMR 620,113.0,commercial,2,al khuwair,13,1.7682119205298013,620.0
sr--mo-923 villa for rent in alhail south فيلا للايجار في الحيل الجنوب,"Al Hail, Muscat•",6,OMR 600,400.0,villa,13,al hail,8,6.0,600.0
sr--mo-922 villa for rent in almawaleh north /فيلا للايجار في الموالح,"Al Mawaleh, Muscat•",4,OMR 700,300.0,villa,13,al mawaleh,15,4.0,700.0
fully furnished studio in al khuwair 33 near muscat highway,"Al Khuwair, Muscat•",Studio,OMR 180,65.0,studio,12,al khuwair,13,1.1372549019607843,180.0
shatti qurum | 650 sqm sea view open space office in prime location,"Qurum, Muscat•",,"OMR 4,499",537.5,commercial,2,qurum,58,1.7682119205298013,4499.0
ghala | 330 sqm wonderful office space in prime location,"Ghala, Muscat•",,OMR 950,330.0,commercial,2,ghala,34,1.7682119205298013,950.0
madinat qaboos | brand new luxurious 5+1br twin villas for rent,"Madinat As Sultan Qaboos, Muscat•",6,"OMR 1,700",537.5,villa,13,madinat sultan qaboos,44,6.0,1700.0
4+1 bd | brand new | madinat alilam,"Madinat As Sultan Qaboos, Muscat•",4,OMR 900,300.0,room,9,madinat sultan qaboos,44,4.0,900.0
4bd | standalone | lovely neighborhood,"Qurum, Muscat•",4,"OMR 1,200",500.0,room,9,qurum,58,4.0,1200.0
modern | 5+1 l lift,"Madinat As Sultan Qaboos, Muscat•",5,"OMR 1,300",450.0,room,9,madinat sultan qaboos,44,5.0,1300.0
view today | bright and specious | 4bd,"Qurum, Muscat•",4,OMR 550,300.0,room,9,qurum,58,4.0,550.0
commercial | 3+1  | qurum,"Qurum, Muscat•",,"OMR 1,350",300.0,room,9,qurum,58,2.0309110629067244,1350.0
stunning villa | 5+1 | lift,"Madinat As Sultan Qaboos, Muscat•",5,"OMR 1,300",450.0,villa,13,madinat sultan qaboos,44,5.0,1300.0
4 bd | townhouse | swimming pool,"Madinat As Sultan Qaboos, Muscat•",4,OMR 700,350.0,villa,13,madinat sultan qaboos,44,4.0,700.0
5bd | standalone | massive and luxury,"Qurum, Muscat•",5,"OMR 1,200",450.0,room,9,qurum,58,5.0,1200.0
open space | unique and massive | big and bright window,"Al Ghubrah, Muscat•",,OMR 700,100.0,commercial,2,al ghubrah,7,1.7682119205298013,700.0
community gated | swiming pool | lift,"Madinat As Sultan Qaboos, Muscat•",4,OMR 725,350.0,other,8,madinat sultan qaboos,44,4.0,725.0
"open plan office space for 15 persons in muscat, beach one","Muscat - Other, Muscat•",,"OMR 1,179",100.0,commercial,2,muscat,50,1.7682119205298013,1179.0
excellent 2 br flat in al khuwair,"Al Khuwair, Muscat•",2,OMR 280,105.0,flat,4,al khuwair,13,2.0,280.0
fully fitted office space for transfer – qurum,"Qurum, Muscat•",,"OMR 2,600",240.0,commercial,2,qurum,58,1.7682119205298013,2600.0
146 sqm modern office space at muscat hills,"Muscat Hills, Muscat•",,"OMR 1,100",146.0,commercial,2,muscat hills,52,1.7682119205298013,1100.0
sr--am-860 villa for rent in azaiba/ فيلا للايجار في العذيبة,"Azaiba, Muscat•",3,OMR 550,250.0,villa,13,azaiba,26,3.0,550.0
sr--mo-942 villa for rent in al ansab .,"Ansab, Muscat•",6,OMR 600,450.0,villa,13,al ansab,2,6.0,600.0
al mouj | spacious 3 bhk apartment for rent,"The Wave (Almouj), Muscat•",3,OMR 950,135.0,apartment,0,the wave,76,3.0,950.0
for rent: commercial office in bousher,"Bosher, Muscat•",,OMR 420,76.0,commercial,2,bosher,32,1.7682119205298013,420.0
beautiful 5 br townhouse available for rent in bawshar heights,"Bosher, Muscat•",5,OMR 550,300.0,villa,13,bosher,32,5.0,550.0
hotel-style apartment for rent – branded residences,"The Wave (Almouj), Muscat•",2,"OMR 1,700",233.21,apartment,0,the wave,76,2.0,1700.0
"find office space in muscat, beach one for 3 persons","Qurum, Muscat•",,OMR 357,15.0,commercial,2,qurum,58,1.7682119205298013,357.0
"find a dedicated desk in duqm, squadra","Al Duqum, Al Wusta•",,OMR 589,10.0,room,9,al duqum,6,2.0309110629067244,589.0
"ready to use office space in duqm, squadra on fully flexible terms","Al Duqum, Al Wusta•",,OMR 85,10.0,commercial,2,al duqum,6,1.7682119205298013,85.0
"private office space for 2 persons in muscat, al fardan heights","Ghala, Muscat•",,OMR 350,10.0,commercial,2,ghala,34,1.7682119205298013,350.0
"all-inclusive access to office in muscat, al fardan heights","Ghala, Muscat•",,OMR 89,10.0,commercial,2,ghala,34,1.7682119205298013,89.0
"find office space in muscat, al fardan heights for 1 person","Ghala, Muscat•",,OMR 291,10.0,commercial,2,ghala,34,1.7682119205298013,291.0
fully serviced spacious private office in al wattayah,"Muscat - Other, Muscat•",,OMR 369,20.0,commercial,2,muscat,50,1.7682119205298013,369.0
fully furnished offices at duqm freezone area,"Al Duqum, Al Wusta•",,OMR 149,13.0,commercial,2,al duqum,6,1.7682119205298013,149.0
"private office space for 1 person in muscat, al khuwair","Al Khuwair, Muscat•",,OMR 121,10.0,commercial,2,al khuwair,13,1.7682119205298013,121.0
"all-inclusive access to coworking space in muscat, roola district","Ghala, Muscat•",,OMR 111,10.0,commercial,2,ghala,34,1.7682119205298013,111.0
furnished offices for your unique business needs in duqm free zone,"Al Duqum, Al Wusta•",,OMR 219,20.0,commercial,2,al duqum,6,1.7682119205298013,219.0
"furnished coworking office in duqm, squadra","Al Duqum, Al Wusta•",,OMR 55,10.0,commercial,2,al duqum,6,1.7682119205298013,55.0
"access professional office space in duqm, squadra","Al Duqum, Al Wusta•",,OMR 89,10.0,commercial,2,al duqum,6,1.7682119205298013,89.0
"private office space for 5 persons in muscat, al fardan heights","Ghala, Muscat•",,"OMR 1,027",25.0,commercial,2,ghala,34,1.7682119205298013,1027.0
all-inclusive access to professional offices for 5 persons in ghala,"Ghala, Muscat•",,OMR 650,25.0,commercial,2,ghala,34,1.7682119205298013,650.0
"coworking space in muscat, al fardan heights","Ghala, Muscat•",,OMR 159,10.0,commercial,2,ghala,34,1.7682119205298013,159.0
"flexible workspace memberships in muscat, al fardan heights","Ghala, Muscat•",,OMR 109,10.0,commercial,2,ghala,34,1.7682119205298013,109.0
"private office space for 2 persons in duqm, squadra","Al Duqum, Al Wusta•",,OMR 99,10.0,commercial,2,al duqum,6,1.7682119205298013,99.0
private office space tailored to your business’ unique needs,"Qurum, Muscat•",,OMR 469,60.0,commercial,2,qurum,58,1.7682119205298013,469.0
"coworking space in sohar, sohar city centre","Sohar, Al Batinah•",,OMR 92,10.0,commercial,2,sohar,70,1.7682119205298013,92.0
"flexible coworking memberships in sohar, sohar city centre","Sohar, Al Batinah•",,OMR 55,10.0,room,9,sohar,70,2.0309110629067244,55.0
"move into office space for 10 persons in muscat, beach one","Muscat - Other, Muscat•",,"OMR 1,179",45.0,commercial,2,muscat,50,1.7682119205298013,1179.0
"private office space in muscat, beach one","Muscat - Other, Muscat•",,OMR 395,20.0,commercial,2,muscat,50,1.7682119205298013,395.0
"coworking space in muscat, beach one","Muscat - Other, Muscat•",,OMR 92,10.0,commercial,2,muscat,50,1.7682119205298013,92.0
"all-inclusive office membership in muscat, beach one","Muscat - Other, Muscat•",,OMR 89,10.0,commercial,2,muscat,50,1.7682119205298013,89.0
"unlimited coworking access in muscat, beach one","Muscat - Other, Muscat•",,OMR 55,10.0,room,9,muscat,50,2.0309110629067244,55.0
"unlimited coworking access in muscat, al wattayah","Mutrah, Muscat•",,OMR 55,10.0,room,9,mutrah,53,2.0309110629067244,55.0
"fully serviced, all inclusive offices in al wattayah","Muscat - Other, Muscat•",,OMR 269,18.0,commercial,2,muscat,50,1.7682119205298013,269.0
"flexible office memberships in muscat, hormuz grand","Muscat Hills, Muscat•",,OMR 89,10.0,commercial,2,muscat hills,52,1.7682119205298013,89.0
"private office space for 1 person in sohar, sohar city centre","Sohar, Al Batinah•",,OMR 149,10.0,commercial,2,sohar,70,1.7682119205298013,149.0
"find office space in muscat, beach one for 2 persons","Muscat - Other, Muscat•",,OMR 215,10.0,commercial,2,muscat,50,1.7682119205298013,215.0
"ready-to-move in office space for 2  people at muscat, al wattayah","Muscat - Other, Muscat•",,OMR 299,12.0,commercial,2,muscat,50,1.7682119205298013,299.0
"flexible coworking memberships in muscat, hormuz grand","Muscat Hills, Muscat•",,OMR 55,10.0,room,9,muscat hills,52,2.0309110629067244,55.0
"fully serviced ready to move in offices for 3 in muscat, hormuz grand","Muscat Hills, Muscat•",,OMR 419,50.0,commercial,2,muscat hills,52,1.7682119205298013,419.0
"private office space for 2 persons in muscat, hormuz grand","Muscat Hills, Muscat•",,OMR 376,10.0,commercial,2,muscat hills,52,1.7682119205298013,376.0
"flexible office memberships in muscat, pearl square","Muscat Hills, Muscat•",,OMR 119,10.0,commercial,2,muscat hills,52,1.7682119205298013,119.0
3+1 bhk apartment in gubrah (subg),"Al Ghubrah, Muscat•",3,OMR 600,150.0,apartment,0,al ghubrah,7,3.0,600.0
2 bhk apartment in jasmine complex (disg),"Al Khuwair, Muscat•",2,OMR 390,120.0,apartment,0,al khuwair,13,2.0,390.0
"""sr-jv-495  villa to let in al seeb  ""","Al Seeb, Muscat•",3,OMR 550,250.0,villa,13,seeb,66,3.0,550.0
"""sr--dm-854   villa for rent – north al hail فيلا فاخرة للإيجار بالحيل","Al Hail, Muscat•",4,OMR 825,300.0,villa,13,al hail,8,4.0,825.0
sr--so-943 villa for rent in al ansab heights.,"Ansab, Muscat•",6,OMR 450,400.0,villa,13,al ansab,2,6.0,450.0
"""sr-fm-464 pant house for rent in alhail north","Al Hail, Muscat•",3,OMR 600,170.0,room,9,al hail,8,3.0,600.0
sr--zw-908 villa for rent in almawaleh north,"Al Mawaleh, Muscat•",7,OMR 700,537.5,villa,13,al mawaleh,15,6.0,700.0
madinat al ilam | excellent 4+1 br townhouse,"Madinat As Sultan Qaboos, Muscat•",4,OMR 650,300.0,villa,13,madinat sultan qaboos,44,4.0,650.0
4 br lake view villa for rent in muscat bay,"Qantab, Muscat•",4,"OMR 1,300",500.0,villa,13,qantab,56,4.0,1300.0
professional office space for 3 persons at muscat hills,"Azaiba, Muscat•",,OMR 399,45.0,commercial,2,azaiba,26,1.7682119205298013,399.0
furnished offices tailored to your business’ unique needs in muscat,"Ghala, Muscat•",,OMR 459,20.0,commercial,2,ghala,34,1.7682119205298013,459.0
private office space tailored to your business’ unique needs,"Al Mawaleh, Muscat•",,OMR 429,20.0,commercial,2,al mawaleh,15,1.7682119205298013,429.0
"work in muscat, qurum city centre in furnished offices","Qurum, Muscat•",,OMR 129,10.0,commercial,2,qurum,58,1.7682119205298013,129.0
"flexible office memberships in muscat, shatti al qurum","Qurum, Muscat•",,OMR 129,10.0,commercial,2,qurum,58,1.7682119205298013,129.0
")ffice space for 4 persons in muscat, qurum city centre","Qurum, Muscat•",,OMR 429,20.0,commercial,2,qurum,58,1.7682119205298013,429.0
"open plan office space for 3 persons in muscat, qurum city centre","Qurum, Muscat•",,OMR 329,15.0,commercial,2,qurum,58,1.7682119205298013,329.0
"all-inclusive access to office in muscat, qurum city centre","Qurum, Muscat•",,OMR 119,10.0,commercial,2,qurum,58,1.7682119205298013,119.0
open plan office space for 15 persons,"Al Duqum, Al Wusta•",,OMR 640,100.0,commercial,2,al duqum,6,1.7682119205298013,640.0
"access professional office space in muscat, al khoud","Al Khoud, Muscat•",,OMR 149,10.0,commercial,2,al khoud,12,1.7682119205298013,149.0
"private office space for 3 persons in muscat, qurum city centre","Qurum, Muscat•",,OMR 376,15.0,commercial,2,qurum,58,1.7682119205298013,376.0
"private office space for 2 persons in muscat, qurum city centre","Qurum, Muscat•",,OMR 272,10.0,commercial,2,qurum,58,1.7682119205298013,272.0
"private office space for 1 person in muscat, qurum city centre","Qurum, Muscat•",,OMR 215,10.0,commercial,2,qurum,58,1.7682119205298013,215.0
fully serviced office space for 2 at muscat hills - pearl square,"Muscat Hills, Muscat•",,OMR 220,10.0,commercial,2,muscat hills,52,1.7682119205298013,220.0
fully furnished and serviced office spaces for rent  - al khuwair !,"Al Khuwair, Muscat•",,OMR 250,15.0,commercial,2,al khuwair,13,1.7682119205298013,250.0
"private office space for 2 persons in muscat, shatti al qurum","Qurum, Muscat•",,OMR 255,10.0,commercial,2,qurum,58,1.7682119205298013,255.0
"private office space for 2 persons in muscat, al mawaleh","Al Mawaleh, Muscat•",,OMR 249,10.0,commercial,2,al mawaleh,15,1.7682119205298013,249.0
"office for rent for 1 person in muscat, al mawaleh","Al Mawaleh, Muscat•",,OMR 189,10.0,commercial,2,al mawaleh,15,1.7682119205298013,189.0
1 br + study room apartment in al mouj,"The Wave (Almouj), Muscat•",1,OMR 530,63.0,apartment,0,the wave,76,1.0,530.0
"private office space for 4 persons in bait eteen, al khuwair","Muscat - Other, Muscat•",,OMR 350,20.0,commercial,2,muscat,50,1.7682119205298013,350.0
