property_title,location,number_of_rooms,price,size,property_type,property_type_encoded,location_clean,location_encoded,number_of_rooms_clean,price_clean,size_per_room,log_size,log_rooms,size_squared,rooms_squared,size_x_rooms
641,10,15,428,142.29293422404933,9,9,8,8,4.0,450.0,35.57314462315078,4.964891026040306,1.6094379124341003,20247.27913008963,16.0,569.1717368961973
538,55,15,436,355.98643304130167,13,13,14,14,4.0,600.0,88.996385769361,5.877697778372089,1.6094379124341003,126726.34050946916,16.0,1423.9457321652067
388,3,10,437,142.29293422404933,9,9,2,2,6.0,650.0,23.71544951159237,4.964891026040306,1.9459101490553132,20247.27913008963,36.0,853.757605344296
384,3,8,427,128.5663047808765,0,0,2,2,2.0,400.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
730,88,23,442,142.29293422404933,9,9,68,68,6.0,700.0,23.71544951159237,4.964891026040306,1.9459101490553132,20247.27913008963,36.0,853.757605344296
716,56,23,445,142.29293422404933,9,9,42,42,6.0,850.0,23.71544951159237,4.964891026040306,1.9459101490553132,20247.27913008963,36.0,853.757605344296
609,21,15,442,142.29293422404933,9,9,15,15,4.0,700.0,35.57314462315078,4.964891026040306,1.6094379124341003,20247.27913008963,16.0,569.1717368961973
2292,39,22,427,128.6710243902439,2,2,32,32,6.0,400.0,21.445134989815667,4.865000661508334,1.9459101490553132,16556.23251763474,36.0,772.0261463414633
222,75,8,431,128.5663047808765,0,0,58,58,2.0,500.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
668,75,18,445,142.29293422404933,9,9,58,58,5.0,850.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
668,75,18,447,142.29293422404933,9,9,58,58,5.0,950.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
228,88,8,428,128.5663047808765,0,0,68,68,2.0,450.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
466,34,11,419,128.5663047808765,0,0,26,26,3.0,330.0,42.85529207598525,4.864192756139163,1.3862943611198906,16529.294725009226,9.0,385.69891434262945
39,34,8,413,128.5663047808765,0,0,26,26,2.0,280.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
554,16,11,427,142.29293422404933,9,9,12,12,3.0,400.0,47.43081997194987,4.964891026040306,1.3862943611198906,20247.27913008963,9.0,426.878802672148
1338,39,16,390,128.6710243902439,2,2,32,32,6.0,1600.0,21.445134989815667,4.865000661508334,1.9459101490553132,16556.23251763474,36.0,772.0261463414633
471,43,11,428,128.5663047808765,0,0,33,33,3.0,450.0,42.85529207598525,4.864192756139163,1.3862943611198906,16529.294725009226,9.0,385.69891434262945
240,43,8,427,128.5663047808765,0,0,33,33,2.0,400.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
530,58,11,437,142.29293422404933,9,9,43,43,3.0,650.0,47.43081997194987,4.964891026040306,1.3862943611198906,20247.27913008963,9.0,426.878802672148
1750,66,8,429,128.5663047808765,0,0,52,52,2.0,475.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
470,17,11,421,128.5663047808765,0,0,13,13,3.0,360.0,42.85529207598525,4.864192756139163,1.3862943611198906,16529.294725009226,9.0,385.69891434262945
235,58,8,415,128.5663047808765,0,0,43,43,2.0,300.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
474,56,11,433,142.29293422404933,9,9,42,42,3.0,550.0,47.43081997194987,4.964891026040306,1.3862943611198906,20247.27913008963,9.0,426.878802672148
474,56,11,428,142.29293422404933,9,9,42,42,3.0,450.0,47.43081997194987,4.964891026040306,1.3862943611198906,20247.27913008963,9.0,426.878802672148
475,75,11,437,142.29293422404933,9,9,58,58,3.0,650.0,47.43081997194987,4.964891026040306,1.3862943611198906,20247.27913008963,9.0,426.878802672148
691,75,18,404,142.29293422404933,9,9,58,58,5.0,2500.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
532,88,11,404,142.29293422404933,9,9,68,68,3.0,2500.0,47.43081997194987,4.964891026040306,1.3862943611198906,20247.27913008963,9.0,426.878802672148
531,75,11,383,142.29293422404933,9,9,58,58,3.0,1000.0,47.43081997194987,4.964891026040306,1.3862943611198906,20247.27913008963,9.0,426.878802672148
379,55,8,414,142.29293422404933,9,9,14,14,2.0,3000.0,71.14611138146776,4.964891026040306,1.0986122886681098,20247.27913008963,4.0,284.58586844809867
669,34,18,442,142.29293422404933,9,9,26,26,5.0,700.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
1352,79,33,394,128.6710243902439,2,2,61,61,1.7682119205298013,11000.0,72.76859476535107,4.865000661508334,1.018201595709832,16556.23251763474,3.126573395903688,227.51763915361008
626,55,18,428,142.29293422404933,9,9,14,14,5.0,450.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
633,75,15,387,142.29293422404933,9,9,58,58,4.0,1350.0,35.57314462315078,4.964891026040306,1.6094379124341003,20247.27913008963,16.0,569.1717368961973
256,66,8,437,142.29293422404933,9,9,52,52,2.0,650.0,71.14611138146776,4.964891026040306,1.0986122886681098,20247.27913008963,4.0,284.58586844809867
257,66,8,443,142.29293422404933,9,9,52,52,2.0,750.0,71.14611138146776,4.964891026040306,1.0986122886681098,20247.27913008963,4.0,284.58586844809867
1750,66,8,428,128.5663047808765,0,0,52,52,2.0,450.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
243,75,8,420,128.5663047808765,0,0,58,58,2.0,350.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
668,58,18,384,142.29293422404933,9,9,43,43,5.0,1100.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
1711,84,1,427,128.5663047808765,0,0,65,65,1.0,400.0,128.5650191306852,4.864192756139163,0.6931471805599453,16529.294725009226,1.0,128.5663047808765
1758,54,15,388,142.29293422404933,9,9,51,51,4.0,1400.0,35.57314462315078,4.964891026040306,1.6094379124341003,20247.27913008963,16.0,569.1717368961973
637,58,15,445,355.98643304130167,13,13,43,43,4.0,850.0,88.996385769361,5.877697778372089,1.6094379124341003,126726.34050946916,16.0,1423.9457321652067
236,17,8,411,128.5663047808765,0,0,13,13,2.0,260.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
1337,17,27,416,128.6710243902439,2,2,13,13,6.0,315.0,21.445134989815667,4.865000661508334,1.9459101490553132,16556.23251763474,36.0,772.0261463414633
1337,17,7,432,128.6710243902439,2,2,13,13,6.0,515.0,21.445134989815667,4.865000661508334,1.9459101490553132,16556.23251763474,36.0,772.0261463414633
242,8,8,407,128.5663047808765,0,0,7,7,2.0,210.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
1356,88,6,395,128.6710243902439,2,2,68,68,6.0,11900.0,21.445134989815667,4.865000661508334,1.9459101490553132,16556.23251763474,36.0,772.0261463414633
2366,66,29,385,128.6710243902439,2,2,52,52,6.0,1200.0,21.445134989815667,4.865000661508334,1.9459101490553132,16556.23251763474,36.0,772.0261463414633
762,58,24,393,142.29293422404933,9,9,43,43,6.0,1800.0,23.71544951159237,4.964891026040306,1.9459101490553132,20247.27913008963,36.0,853.757605344296
728,34,23,414,355.98643304130167,13,13,26,26,6.0,3000.0,59.3309732885948,5.877697778372089,1.9459101490553132,126726.34050946916,36.0,2135.91859824781
723,75,23,393,142.29293422404933,9,9,58,58,6.0,1800.0,23.71544951159237,4.964891026040306,1.9459101490553132,20247.27913008963,36.0,853.757605344296
631,75,15,385,142.29293422404933,9,9,58,58,4.0,1200.0,35.57314462315078,4.964891026040306,1.6094379124341003,20247.27913008963,16.0,569.1717368961973
689,75,18,392,142.29293422404933,9,9,58,58,5.0,1750.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
687,75,18,389,142.29293422404933,9,9,58,58,5.0,1500.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
299,24,8,403,128.5663047808765,0,0,17,17,2.0,2300.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
384,21,8,410,128.5663047808765,0,0,15,15,2.0,250.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
131,21,1,408,128.5663047808765,0,0,15,15,1.0,220.0,128.5650191306852,4.864192756139163,0.6931471805599453,16529.294725009226,1.0,128.5663047808765
692,3,18,443,142.29293422404933,9,9,2,2,5.0,750.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
1759,3,18,445,142.29293422404933,9,9,2,2,5.0,850.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
598,8,18,446,142.29293422404933,9,9,7,7,5.0,900.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
763,17,24,447,142.29293422404933,9,9,13,13,6.0,950.0,23.71544951159237,4.964891026040306,1.9459101490553132,20247.27913008963,36.0,853.757605344296
475,75,15,443,142.29293422404933,9,9,58,58,4.0,750.0,35.57314462315078,4.964891026040306,1.6094379124341003,20247.27913008963,16.0,569.1717368961973
695,58,18,401,142.29293422404933,9,9,43,43,5.0,2100.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
2867,79,1,427,79.62848484848485,11,11,61,61,1.0,400.0,79.62768857159912,4.389851997108797,0.6931471805599453,6340.69559926538,1.0,79.62848484848485
297,88,8,428,128.5663047808765,0,0,68,68,2.0,450.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
2302,79,13,389,128.6710243902439,2,2,61,61,6.0,1500.0,21.445134989815667,4.865000661508334,1.9459101490553132,16556.23251763474,36.0,772.0261463414633
251,79,8,409,128.5663047808765,0,0,61,61,2.0,225.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
51,79,1,398,128.5663047808765,0,0,61,61,1.0,150.0,128.5650191306852,4.864192756139163,0.6931471805599453,16529.294725009226,1.0,128.5663047808765
1752,68,8,424,142.29293422404933,9,9,53,53,2.0,380.0,71.14611138146776,4.964891026040306,1.0986122886681098,20247.27913008963,4.0,284.58586844809867
703,45,20,441,247.5,14,14,34,34,6.0,7500.0,41.249931250114585,5.5154428455366835,1.9459101490553132,61256.25,36.0,1485.0
2235,55,17,433,79.62848484848485,11,11,14,14,6.0,550.0,13.271392022427438,4.389851997108797,1.9459101490553132,6340.69559926538,36.0,477.7709090909091
608,88,15,389,142.29293422404933,9,9,68,68,4.0,1500.0,35.57314462315078,4.964891026040306,1.6094379124341003,20247.27913008963,16.0,569.1717368961973
239,39,5,408,128.5663047808765,0,0,32,32,6.0,220.0,21.4276817506765,4.864192756139163,1.9459101490553132,16529.294725009226,36.0,771.3978286852589
603,34,15,443,142.29293422404933,9,9,26,26,4.0,750.0,35.57314462315078,4.964891026040306,1.6094379124341003,20247.27913008963,16.0,569.1717368961973
1347,55,13,420,79.62848484848485,11,11,14,14,6.0,350.0,13.271392022427438,4.389851997108797,1.9459101490553132,6340.69559926538,36.0,477.7709090909091
774,16,15,436,142.29293422404933,9,9,12,12,4.0,600.0,35.57314462315078,4.964891026040306,1.6094379124341003,20247.27913008963,16.0,569.1717368961973
57,17,1,417,142.29293422404933,9,9,13,13,1.0,320.0,142.29151130893624,4.964891026040306,0.6931471805599453,20247.27913008963,1.0,142.29293422404933
662,16,18,431,142.29293422404933,9,9,12,12,5.0,500.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
716,4,23,436,142.29293422404933,9,9,3,3,6.0,600.0,23.71544951159237,4.964891026040306,1.9459101490553132,20247.27913008963,36.0,853.757605344296
1357,86,12,396,128.6710243902439,2,2,66,66,6.0,135.0,21.445134989815667,4.865000661508334,1.9459101490553132,16556.23251763474,36.0,772.0261463414633
607,58,15,439,142.29293422404933,9,9,43,43,4.0,680.0,35.57314462315078,4.964891026040306,1.6094379124341003,20247.27913008963,16.0,569.1717368961973
2239,54,1,431,128.5663047808765,0,0,51,51,1.0,500.0,128.5650191306852,4.864192756139163,0.6931471805599453,16529.294725009226,1.0,128.5663047808765
531,75,15,433,142.29293422404933,9,9,58,58,4.0,550.0,35.57314462315078,4.964891026040306,1.6094379124341003,20247.27913008963,16.0,569.1717368961973
606,86,15,433,142.29293422404933,9,9,66,66,4.0,550.0,35.57314462315078,4.964891026040306,1.6094379124341003,20247.27913008963,16.0,569.1717368961973
718,88,23,383,142.29293422404933,9,9,68,68,6.0,1000.0,23.71544951159237,4.964891026040306,1.9459101490553132,20247.27913008963,36.0,853.757605344296
663,88,18,443,142.29293422404933,9,9,68,68,5.0,750.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
234,10,8,399,128.5663047808765,0,0,8,8,2.0,180.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
229,64,8,433,130.0,0,0,50,50,2.0,550.0,64.999675001625,4.875197323201151,1.0986122886681098,16900.0,4.0,260.0
237,21,8,406,85.0,0,0,15,15,2.0,200.0,42.49978750106249,4.454347296253507,1.0986122886681098,7225.0,4.0,170.0
241,45,8,407,128.5663047808765,0,0,34,34,2.0,210.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
477,39,11,436,300.0,9,9,32,32,3.0,600.0,99.99966666777777,5.707110264748875,1.3862943611198906,90000.0,9.0,900.0
2292,45,0,380,128.6710243902439,2,2,34,34,1.7682119205298013,-550.0,72.76859476535107,4.865000661508334,1.018201595709832,16556.23251763474,3.126573395903688,227.51763915361008
1348,39,30,414,142.29293422404933,9,9,32,32,2.0309110629067244,3000.0,70.06325200074234,4.964891026040306,1.108863255153159,20247.27913008963,4.124599745436921,288.98429428908065
537,58,11,443,355.98643304130167,13,13,43,43,3.0,750.0,118.66174880793785,5.877697778372089,1.3862943611198906,126726.34050946916,9.0,1067.959299123905
380,24,8,442,128.5663047808765,0,0,17,17,2.0,700.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
2292,17,33,420,128.6710243902439,2,2,13,13,1.7682119205298013,350.0,72.76859476535107,4.865000661508334,1.018201595709832,16556.23251763474,3.126573395903688,227.51763915361008
131,34,1,418,128.5663047808765,0,0,26,26,1.0,33000.0,128.5650191306852,4.864192756139163,0.6931471805599453,16529.294725009226,1.0,128.5663047808765
384,17,8,410,128.5663047808765,0,0,13,13,2.0,250.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
699,88,18,391,142.29293422404933,9,9,68,68,5.0,1700.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
698,88,18,430,142.29293422404933,9,9,68,68,5.0,5000.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
2292,8,30,437,128.6710243902439,2,2,7,7,1.7682119205298013,650.0,72.76859476535107,4.865000661508334,1.018201595709832,16556.23251763474,3.126573395903688,227.51763915361008
1348,34,33,387,142.29293422404933,9,9,26,26,2.0309110629067244,1350.0,70.06325200074234,4.964891026040306,1.108863255153159,20247.27913008963,4.124599745436921,288.98429428908065
384,75,8,431,128.5663047808765,0,0,58,58,2.0,500.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
643,75,15,433,142.29293422404933,9,9,58,58,4.0,550.0,35.57314462315078,4.964891026040306,1.6094379124341003,20247.27913008963,16.0,569.1717368961973
698,88,18,400,142.29293422404933,9,9,68,68,5.0,2000.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
386,88,8,423,142.29293422404933,9,9,68,68,2.0,375.0,71.14611138146776,4.964891026040306,1.0986122886681098,20247.27913008963,4.0,284.58586844809867
1830,84,1,415,128.5663047808765,0,0,65,65,1.0,300.0,128.5650191306852,4.864192756139163,0.6931471805599453,16529.294725009226,1.0,128.5663047808765
529,88,11,433,142.29293422404933,9,9,68,68,3.0,550.0,47.43081997194987,4.964891026040306,1.3862943611198906,20247.27913008963,9.0,426.878802672148
636,75,15,443,355.98643304130167,13,13,58,58,4.0,750.0,88.996385769361,5.877697778372089,1.6094379124341003,126726.34050946916,16.0,1423.9457321652067
725,88,23,383,142.29293422404933,9,9,68,68,6.0,1000.0,23.71544951159237,4.964891026040306,1.9459101490553132,20247.27913008963,36.0,853.757605344296
383,79,8,399,128.5663047808765,0,0,61,61,2.0,180.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
384,79,8,406,128.5663047808765,0,0,61,61,2.0,200.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
383,79,8,406,128.5663047808765,0,0,61,61,2.0,200.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
383,79,30,406,128.5663047808765,0,0,61,61,2.0232558139534884,200.0,63.54395151354642,4.864192756139163,1.10633433476202,16529.294725009226,4.093564088696593,260.12252362642454
1336,88,30,435,128.6710243902439,2,2,68,68,1.7682119205298013,6.0,72.76859476535107,4.865000661508334,1.018201595709832,16556.23251763474,3.126573395903688,227.51763915361008
228,17,8,427,128.5663047808765,0,0,13,13,2.0,400.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
767,45,25,440,128.6710243902439,2,2,34,34,6.0,7.0,21.445134989815667,4.865000661508334,1.9459101490553132,16556.23251763474,36.0,772.0261463414633
1341,45,24,398,128.6710243902439,2,2,34,34,6.0,150.0,21.445134989815667,4.865000661508334,1.9459101490553132,16556.23251763474,36.0,772.0261463414633
1346,45,19,410,79.62848484848485,11,11,34,34,3.142857142857143,250.0,25.336255472795948,4.389851997108797,1.4213856809311607,6340.69559926538,9.877551020408163,250.26095238095238
773,79,26,405,142.29293422404933,9,9,61,61,6.0,2800.0,23.71544951159237,4.964891026040306,1.9459101490553132,20247.27913008963,36.0,853.757605344296
3153,79,30,426,142.29293422404933,9,9,61,61,2.0309110629067244,4500.0,70.06325200074234,4.964891026040306,1.108863255153159,20247.27913008963,4.124599745436921,288.98429428908065
2860,88,32,391,79.62848484848485,11,11,68,68,3.142857142857143,1700.0,25.336255472795948,4.389851997108797,1.4213856809311607,6340.69559926538,9.877551020408163,250.26095238095238
2292,88,30,436,128.6710243902439,2,2,68,68,1.7682119205298013,600.0,72.76859476535107,4.865000661508334,1.018201595709832,16556.23251763474,3.126573395903688,227.51763915361008
228,88,8,431,128.5663047808765,0,0,68,68,2.0,500.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
602,68,15,406,128.5663047808765,0,0,53,53,4.0,200.0,32.141495841479525,4.864192756139163,1.6094379124341003,16529.294725009226,16.0,514.265219123506
475,75,11,397,142.29293422404933,9,9,58,58,3.0,145000.0,47.43081997194987,4.964891026040306,1.3862943611198906,20247.27913008963,9.0,426.878802672148
373,8,30,440,79.62848484848485,11,11,7,7,3.142857142857143,7.0,25.336255472795948,4.389851997108797,1.4213856809311607,6340.69559926538,9.877551020408163,250.26095238095238
665,10,18,446,142.29293422404933,9,9,8,8,5.0,900.0,28.458529927750014,4.964891026040306,1.791759469228055,20247.27913008963,25.0,711.4646711202466
244,86,8,420,128.5663047808765,0,0,66,66,2.0,350.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
605,34,15,382,340.0,9,9,26,26,4.0,-950.0,84.99978750053126,5.831882477283517,1.6094379124341003,115600.0,16.0,1360.0
717,88,23,382,350.0,9,9,68,68,6.0,-950.0,58.33323611127315,5.860786223465865,1.9459101490553132,122500.0,36.0,2100.0
238,39,8,429,128.5663047808765,0,0,32,32,2.0,475.0,64.28283097628336,4.864192756139163,1.0986122886681098,16529.294725009226,4.0,257.132609561753
604,71,15,381,400.0,9,9,55,55,4.0,-600.0,99.99975000062501,5.993961427306569,1.6094379124341003,160000.0,16.0,1600.0
853,76,15,331,300.0,13,13,58,58,4.0,750.0,74.99981250046875,5.707110264748875,1.6094379124341003,90000.0,16.0,1200.0
854,76,15,66,300.0,13,13,58,58,4.0,1900.0,74.99981250046875,5.707110264748875,1.6094379124341003,90000.0,16.0,1200.0
832,35,33,126,440.0,2,2,26,26,1.7682119205298013,2310.0,248.83754402737273,6.089044875446846,1.018201595709832,193600.0,3.126573395903688,778.0132450331125
37,42,11,310,350.0,13,13,32,32,3.0,650.0,116.66627777907406,5.860786223465865,1.3862943611198906,122500.0,9.0,1050.0
620,35,15,331,439.0,9,9,26,26,4.0,750.0,109.74972562568594,6.0867747269123065,1.6094379124341003,192721.0,16.0,1756.0
320,67,8,246,119.0,0,0,52,52,2.0,430.0,59.49970250148749,4.787491742782046,1.0986122886681098,14161.0,4.0,238.0
340,96,8,24,109.0,0,0,76,76,2.0,1250.0,54.49972750136249,4.700480365792417,1.0986122886681098,11881.0,4.0,218.0
309,76,8,277,119.0,0,0,58,58,2.0,525.0,59.49970250148749,4.787491742782046,1.0986122886681098,14161.0,4.0,238.0
87,76,1,238,89.0,0,0,58,58,1.0,400.0,88.9991100088999,4.499809670330265,0.6931471805599453,7921.0,1.0,89.0
706,67,33,177,54.0,2,2,52,52,1.7682119205298013,297.0,30.53915313063211,4.007333185232471,1.018201595709832,2916.0,3.126573395903688,95.48344370860927
546,35,33,260,31.87,11,11,26,26,3.142857142857143,480.0,10.140422280474562,3.492560387676128,1.4213856809311607,1015.6969,9.877551020408163,100.16285714285715
1227,42,11,360,300.0,13,13,32,32,3.0,850.0,99.99966666777777,5.707110264748875,1.3862943611198906,90000.0,9.0,900.0
2484,76,23,0,300.0,13,13,58,58,6.0,1000.0,49.99991666680556,5.707110264748875,1.9459101490553132,90000.0,36.0,1800.0
